https://zh.wikisource.org/zh-hant/%E5%B8%B8%E7%94%A8%E5%9C%8B%E5%AD%97%E6%A8%99%E6%BA%96%E5%AD%97%E9%AB%94%E8%A1%A8
流水序	教育部字號	Unicode	常用字
03042	A03042	7C3F	簿
03043	A03043	7C38	簸
03044	A03044	7C3D	簽
03045	A03045	7C37	簷
03046	A03046	7C4C	籌
03047	A03047	7C43	籃
03048	A03048	7C4D	籍
03049	A03049	7C50	籐
03050	A03050	7C60	籠
03051	A03051	7C5F	籟
03052	A03052	7C64	籤
03053	A03053	7C6C	籬
03054	A03054	7C6E	籮
03055	A03055	7C72	籲
03056	A03056	7C73	米
03057	A03057	7C89	粉
03058	A03058	7C92	粒
03059	A03059	7C97	粗
03060	A03060	7C9F	粟
03061	A03061	7CA5	粥
03062	A03062	7CB1	粱
03063	A03063	7CB3	粳
03064	A03064	7CB5	粵
03065	A03065	7CB9	粹
03066	A03066	7CBD	粽
03067	A03067	7CBE	精
03068	A03068	7CCA	糊
03069	A03069	7CD5	糕
03070	A03070	7CD6	糖
03071	A03071	7CE0	糠
03072	A03072	7CDC	糜
03073	A03073	7CDE	糞
03074	A03074	7CE2	糢
03075	A03075	7CDF	糟
03076	A03076	7CD9	糙
03077	A03077	7CE7	糧
03078	A03078	7CEF	糯
03079	A03079	7CF8	糸
03080	A03080	7CFB	系
03081	A03081	7CFE	糾
03082	A03082	7D02	紂
03083	A03083	7D05	紅
03084	A03084	7D00	紀
03085	A03085	7D09	紉
03086	A03086	7D07	紇
03087	A03087	7D04	約
03088	A03088	7D21	紡
03089	A03089	7D17	紗
03090	A03090	7D0B	紋
03091	A03091	7D0A	紊
03092	A03092	7D20	素
03093	A03093	7D22	索
03094	A03094	7D14	純
03095	A03095	7D10	紐
03096	A03096	7D15	紕
03097	A03097	7D1A	級
03098	A03098	7D1C	紜
03099	A03099	7D0D	納
03100	A03100	7D19	紙
03101	A03101	7D1B	紛
03102	A03102	7D46	絆
03103	A03103	7D43	絃
03104	A03104	7D71	統
03105	A03105	7D2E	紮
03106	A03106	7D39	紹
03107	A03107	7D3C	紼
03108	A03108	7D40	絀
03109	A03109	7D30	細
03110	A03110	7D33	紳
03111	A03111	7D44	組
03112	A03112	7D2F	累
03113	A03113	7D42	終
03114	A03114	7D5E	絞
03115	A03115	7D50	結
03116	A03116	7D68	絨
03117	A03117	7D55	絕
03118	A03118	7D2B	紫
03119	A03119	7D6E	絮
03120	A03120	7D72	絲
03121	A03121	7D61	絡
03122	A03122	7D66	給
03123	A03123	7D62	絢
03124	A03124	7D93	經
03125	A03125	7D79	絹
03126	A03126	7D91	綑
03127	A03127	7D81	綁
03128	A03128	7D8F	綏
03129	A03129	7DBB	綻
03130	A03130	7DB0	綰
03131	A03131	7D9C	綜
03132	A03132	7DBD	綽
03133	A03133	7DBE	綾
03134	A03134	7DA0	綠
03135	A03135	7DCA	緊
03136	A03136	7DB4	綴
03137	A03137	7DB2	網
03138	A03138	7DB1	綱
03139	A03139	7DBA	綺
03140	A03140	7DA2	綢
03141	A03141	7DBF	綿
03142	A03142	7DB5	綵
03143	A03143	7DB8	綸
03144	A03144	7DAD	維
03145	A03145	7DD2	緒
03146	A03146	7DC7	緇
03147	A03147	7DE0	締
03148	A03148	7DF4	練
03149	A03149	7DEF	緯
03150	A03150	7DFB	緻
03151	A03151	7DD8	緘
03152	A03152	7DEC	緬
03153	A03153	7DDD	緝
03154	A03154	7DE8	編
03155	A03155	7DE3	緣
03156	A03156	7DDA	線
03157	A03157	7DDE	緞
03158	A03158	7DE9	緩
03159	A03159	7D9E	綞
03160	A03160	7E0A	縊
03161	A03161	7E11	縑
03162	A03162	7E08	縈
03163	A03163	7E1B	縛
03164	A03164	7E23	縣
03165	A03165	7E2E	縮
03166	A03166	7E3E	績
03167	A03167	7E46	繆
03168	A03168	7E37	縷
03169	A03169	7E32	縲
03170	A03170	7E43	繃
03171	A03171	7E2B	縫
03172	A03172	7E3D	總
03173	A03173	7E31	縱
03174	A03174	7E45	繅
03175	A03175	7E41	繁
03176	A03176	7E54	織
03177	A03177	7E55	繕
03178	A03178	7E5E	繞
03179	A03179	7E5A	繚
03180	A03180	7E61	繡
03181	A03181	7E6B	繫
03182	A03182	7E6D	繭
03183	A03183	7E79	繹
03184	A03184	7E69	繩
03185	A03185	7E6A	繪
03186	A03186	8FAE	辮
03187	A03187	7E7D	繽
03188	A03188	7E7C	繼
03189	A03189	7E82	纂
03190	A03190	7E8F	纏
03191	A03191	7E8C	續
03192	A03192	7E93	纓
03193	A03193	7E96	纖
03194	A03194	7E9C	纜
03195	A03195	7F36	缶
03196	A03196	7F38	缸
03197	A03197	7F3A	缺
03198	A03198	7F3D	缽
03199	A03199	7F44	罄
03200	A03200	7F48	罈
03201	A03201	7F50	罐
03202	A03202	7F55	罕
03203	A03203	7F54	罔
03204	A03204	7F5F	罟
03205	A03205	7F6E	置
03206	A03206	7F69	罩
03207	A03207	7F6A	罪
03208	A03208	7F72	署
03209	A03209	7F70	罰
03210	A03210	7F75	罵
03211	A03211	7F77	罷
03212	A03212	7F79	罹
03213	A03213	7F85	羅
03214	A03214	7F88	羈
03215	A03215	7F8A	羊
03216	A03216	7F8C	羌
03217	A03217	7F8B	羋
03218	A03218	7F8E	美
03219	A03219	7F94	羔
03220	A03220	7F9E	羞
03221	A03221	7F9A	羚
03222	A03222	5584	善
03223	A03223	7FA9	義
03224	A03224	7FA8	羨
03225	A03225	7FA4	群
03226	A03226	7FAF	羯
03227	A03227	7FB2	羲
03228	A03228	7FB6	羶
03229	A03229	7FB9	羹
03230	A03230	7FB8	羸
03231	A03231	7FBD	羽
03232	A03232	7FBF	羿
03233	A03233	7FC5	翅
03234	A03234	7FC1	翁
03235	A03235	7FCC	翌
03236	A03236	7FCE	翎
03237	A03237	7FD2	習
03238	A03238	7FD4	翔
03239	A03239	7FD5	翕
03240	A03240	7FE0	翠
03241	A03241	7FE1	翡
03242	A03242	7FDF	翟
03243	A03243	7FE9	翩
03244	A03244	7FF0	翰
03245	A03245	7FF1	翱
03246	A03246	7FF3	翳
03247	A03247	7FFC	翼
03248	A03248	7FF9	翹
03249	A03249	7FFB	翻
03250	A03250	8000	耀
03251	A03251	8001	老
03252	A03252	8003	考
03253	A03253	8005	者
03254	A03254	8006	耆
03255	A03255	800C	而
03256	A03256	8010	耐
03257	A03257	800D	耍
03258	A03258	8012	耒
03259	A03259	8018	耘
03260	A03260	8015	耕
03261	A03261	8019	耙
03262	A03262	8017	耗
03263	A03263	801C	耜
03264	A03264	8033	耳
03265	A03265	8036	耶
03266	A03266	803D	耽
03267	A03267	803F	耿
03268	A03268	804A	聊
03269	A03269	8046	聆
03270	A03270	8056	聖
03271	A03271	8058	聘
03272	A03272	805E	聞
03273	A03273	805A	聚
03274	A03274	8071	聱
03275	A03275	8072	聲
03276	A03276	8070	聰
03277	A03277	806F	聯
03278	A03278	8073	聳
03279	A03279	8077	職
03280	A03280	8076	聶
03281	A03281	807E	聾
03282	A03282	807D	聽
03283	A03283	807F	聿
03284	A03284	8086	肆
03285	A03285	8084	肄
03286	A03286	8085	肅
03287	A03287	8087	肇
03288	A03288	8089	肉
03289	A03289	808B	肋
03290	A03290	808C	肌
03291	A03291	8096	肖
03292	A03292	8093	肓
03293	A03293	809D	肝
03294	A03294	8098	肘
03295	A03295	809B	肛
03296	A03296	809A	肚
03297	A03297	80B2	育
03298	A03298	80BA	肺
03299	A03299	80A5	肥
03300	A03300	80A2	肢
03301	A03301	80B1	肱
03302	A03302	80A1	股
03303	A03303	80AB	肫
03304	A03304	80A9	肩
03305	A03305	80B4	肴
03306	A03306	80AA	肪
03307	A03307	80AF	肯
03308	A03308	80D6	胖
03309	A03309	80E5	胥
03310	A03310	80DA	胚
03311	A03311	80C3	胃
03312	A03312	80C4	胄
03313	A03313	80CC	背
03314	A03314	80E1	胡
03315	A03315	80DB	胛
03316	A03316	80CE	胎
03317	A03317	80DE	胞
03318	A03318	80E4	胤
03319	A03319	80F1	胱
03320	A03320	8102	脂
03321	A03321	80F0	胰
03322	A03322	8105	脅
03323	A03323	80ED	胭
03324	A03324	80F4	胴
03325	A03325	8106	脆
03326	A03326	80F8	胸
03327	A03327	80F3	胳
03328	A03328	8108	脈
03329	A03329	80FD	能
03330	A03330	810A	脊
03331	A03331	812F	脯
03332	A03332	8116	脖
03333	A03333	8123	脣
03334	A03334	812B	脫
03335	A03335	8129	脩
03336	A03336	8155	腕
03337	A03337	8154	腔
03338	A03338	814B	腋
03339	A03339	8151	腑
03340	A03340	814E	腎
03341	A03341	8139	脹
03342	A03342	8146	腆
03343	A03343	813E	脾
03344	A03344	8150	腐
03345	A03345	8171	腱
03346	A03346	8170	腰
03347	A03347	8178	腸
03348	A03348	8165	腥
03349	A03349	816E	腮
03350	A03350	8173	腳
03351	A03351	816B	腫
03352	A03352	8179	腹
03353	A03353	817A	腺
03354	A03354	8166	腦
03355	A03355	8180	膀
03356	A03356	818F	膏
03357	A03357	8188	膈
03358	A03358	818A	膊
03359	A03359	817F	腿
03360	A03360	819B	膛
03361	A03361	819C	膜
03362	A03362	819D	膝
03363	A03363	81A0	膠
03364	A03364	819A	膚
03365	A03365	81B3	膳
03366	A03366	81A9	膩
03367	A03367	81A8	膨
03368	A03368	81C6	臆
03369	A03369	81C3	臃
03370	A03370	81BA	膺
03371	A03371	81C2	臂
03372	A03372	81C0	臀
03373	A03373	81BF	膿
03374	A03374	81BD	膽
03375	A03375	81C9	臉
03376	A03376	81BE	膾
03377	A03377	81CD	臍
03378	A03378	81CF	臏
03379	A03379	81D8	臘
03380	A03380	81DA	臚
03381	A03381	81DF	臟
03382	A03382	81E3	臣
03383	A03383	81E5	臥
03384	A03384	81E7	臧
03385	A03385	81E8	臨
03386	A03386	81EA	自
03387	A03387	81ED	臭
03388	A03388	81EC	臬
03389	A03389	81F3	至
03390	A03390	81F4	致
03391	A03391	81FA	臺
03392	A03392	81FB	臻
03393	A03393	81FC	臼
03394	A03394	81FE	臾
03395	A03395	8200	舀
03396	A03396	8202	舂
03397	A03397	8205	舅
03398	A03398	8207	與
03399	A03399	8208	興
03400	A03400	8209	舉
03401	A03401	820A	舊
03402	A03402	820C	舌
03403	A03403	820D	舍
03404	A03404	8210	舐
03405	A03405	8212	舒
03406	A03406	8214	舔
03407	A03407	821B	舛
03408	A03408	821C	舜
03409	A03409	821E	舞
03410	A03410	821F	舟
03411	A03411	8222	舢
03412	A03412	822A	航
03413	A03413	822B	舫
03414	A03414	8228	舨
03415	A03415	822C	般
03416	A03416	8235	舵
03417	A03417	8237	舷
03418	A03418	8236	舶
03419	A03419	8239	船
03420	A03420	8247	艇
03421	A03421	8258	艘
03422	A03422	8259	艙
03423	A03423	8266	艦
03424	A03424	826E	艮
03425	A03425	826F	良
03426	A03426	8271	艱
03427	A03427	8272	色
03428	A03428	827E	艾
03429	A03429	8292	芒
03430	A03430	828B	芋
03431	A03431	828D	芍
03432	A03432	82B3	芳
03433	A03433	829D	芝
03434	A03434	8299	芙
03435	A03435	82AD	芭
03436	A03436	82BD	芽
03437	A03437	829F	芟
03438	A03438	82B9	芹
03439	A03439	82B1	花
03440	A03440	82AC	芬
03441	A03441	82A5	芥
03442	A03442	82BB	芻
03443	A03443	82E7	苧
03444	A03444	8303	范
03445	A03445	8305	茅
03446	A03446	82E3	苣
03447	A03447	82DB	苛
03448	A03448	82E6	苦
03449	A03449	8304	茄
03450	A03450	82E5	若
03451	A03451	8302	茂
03452	A03452	8309	茉
03453	A03453	82D2	苒
03454	A03454	82D7	苗
03455	A03455	82F1	英
03456	A03456	8301	茁
03457	A03457	82DC	苜
03458	A03458	82D4	苔
03459	A03459	82D1	苑
03460	A03460	82DE	苞
03461	A03461	82D3	苓
03462	A03462	82DF	苟
03463	A03463	832B	茫
03464	A03464	8352	荒
03465	A03465	8354	荔
03466	A03466	834A	荊
03467	A03467	8338	茸
03468	A03468	8350	荐
03469	A03469	8349	草
03470	A03470	8335	茵
03471	A03471	8334	茴
03472	A03472	834F	荏
03473	A03473	8332	茲
03474	A03474	8339	茹
03475	A03475	8336	茶
03476	A03476	8317	茗
03477	A03477	8340	荀
03478	A03478	8331	茱
03479	A03479	838E	莎
03480	A03480	839E	莞
03481	A03481	8398	莘
03482	A03482	8378	荸
03483	A03483	83A2	莢
03484	A03484	8396	莖
03485	A03485	83BD	莽
03486	A03486	83AB	莫
03487	A03487	8392	莒
03488	A03488	838A	莊
03489	A03489	8393	莓
03490	A03490	8389	莉
03491	A03491	83A0	莠
03492	A03492	8377	荷
03493	A03493	837B	荻
03494	A03494	837C	荼
03495	A03495	83E9	菩
03496	A03496	8403	萃
03497	A03497	83F8	菸
03498	A03498	840D	萍
03499	A03499	83E0	菠
03500	A03500	83C5	菅
03501	A03501	840B	萋
03502	A03502	83C1	菁
03503	A03503	83EF	華
03504	A03504	83F1	菱
03505	A03505	83F4	菴
03506	A03506	8457	著
03507	A03507	840A	萊
03508	A03508	83F0	菰
03509	A03509	840C	萌
03510	A03510	83CC	菌
03511	A03511	83FD	菽
03512	A03512	83F2	菲
03513	A03513	83CA	菊
03514	A03514	8438	萸
03515	A03515	840E	萎
03516	A03516	8404	萄
03517	A03517	83DC	菜
03518	A03518	8482	蒂
03519	A03519	8477	葷
03520	A03520	843D	落
03521	A03521	8431	萱
03522	A03522	8475	葵
03523	A03523	8466	葦
03524	A03524	846B	葫
03525	A03525	8449	葉
03526	A03526	846C	葬
03527	A03527	845B	葛
03528	A03528	843C	萼
03529	A03529	8435	萵
03530	A03530	8461	葡
03531	A03531	8463	董
03532	A03532	8469	葩
03533	A03533	84C9	蓉
03534	A03534	84BF	蒿
03535	A03535	84C6	蓆
03536	A03536	84C4	蓄
03537	A03537	8499	蒙
03538	A03538	849E	蒞
03539	A03539	84B2	蒲
03540	A03540	849C	蒜
03541	A03541	84CB	蓋
03542	A03542	84B8	蒸
03543	A03543	84C0	蓀
03544	A03544	84D3	蓓
03545	A03545	8490	蒐
03546	A03546	84BC	蒼
03547	A03547	8517	蔗
03548	A03548	853D	蔽
03549	A03549	851A	蔚
03550	A03550	84EE	蓮
03551	A03551	852C	蔬
03552	A03552	852D	蔭
03553	A03553	8513	蔓
03554	A03554	8511	蔑
03555	A03555	8523	蔣
03556	A03556	8521	蔡
03557	A03557	8514	蔔
03558	A03558	84EC	蓬
03559	A03559	8525	蔥
03560	A03560	84FF	蓿
03561	A03561	854A	蕊
03562	A03562	8559	蕙
03563	A03563	8548	蕈
03564	A03564	8568	蕨
03565	A03565	8569	蕩
03566	A03566	8543	蕃
03567	A03567	8549	蕉
03568	A03568	856D	蕭
03569	A03569	856A	蕪
03570	A03570	85AA	薪
03571	A03571	8584	薄
03572	A03572	857E	蕾
03573	A03573	859C	薜
03574	A03574	8591	薑
03575	A03575	8594	薔
03576	A03576	85AF	薯
03577	A03577	859B	薛
03578	A03578	8587	薇
03579	A03579	85CF	藏
03580	A03580	85A9	薩
03581	A03581	85CD	藍
03582	A03582	85D0	藐
03583	A03583	85C9	藉
03584	A03584	85B0	薰
03585	A03585	85E9	藩
03586	A03586	85DD	藝
03587	A03587	85EA	藪
03588	A03588	85D5	藕
03589	A03589	85E4	藤
03590	A03590	85E5	藥
03591	A03591	85FB	藻
03592	A03592	85F9	藹
03593	A03593	8611	蘑
03594	A03594	85FA	藺
03595	A03595	8606	蘆
03596	A03596	860B	蘋
03597	A03597	8607	蘇
03598	A03598	860A	蘊
03599	A03599	8617	蘗
03600	A03600	862D	蘭
03601	A03601	861A	蘚
03602	A03602	8638	蘸
03603	A03603	863F	蘿
03604	A03604	864E	虎
03605	A03605	8650	虐
03606	A03606	8654	虔
03607	A03607	8655	處
03608	A03608	5F6A	彪
03609	A03609	865B	虛
03610	A03610	865C	虜
03611	A03611	865E	虞
03612	A03612	865F	號
03613	A03613	8667	虧
03614	A03614	866B	虫
03615	A03615	8671	虱
03616	A03616	8679	虹
03617	A03617	868A	蚊
03618	A03618	86AA	蚪
03619	A03619	8693	蚓
03620	A03620	86A4	蚤
03621	A03621	86A9	蚩
03622	A03622	868C	蚌
03623	A03623	86A3	蚣
03624	A03624	86C7	蛇
03625	A03625	86C0	蛀
03626	A03626	86B6	蚶
03627	A03627	86C4	蛄
03628	A03628	86B5	蚵
03629	A03629	86C6	蛆
03630	A03630	86CB	蛋
03631	A03631	86B1	蚱
03632	A03632	86AF	蚯
03633	A03633	86DF	蛟
03634	A03634	86D9	蛙
03635	A03635	86ED	蛭
03636	A03636	86D4	蛔
03637	A03637	86DB	蛛
03638	A03638	86E4	蛤
03639	A03639	86F9	蛹
03640	A03640	8713	蜓
03641	A03641	8708	蜈
03642	A03642	8707	蜇
03643	A03643	8700	蜀
03644	A03644	86FE	蛾
03645	A03645	86FB	蛻
03646	A03646	8702	蜂
03647	A03647	8703	蜃
03648	A03648	873F	蜿
03649	A03649	871C	蜜
03650	A03650	873B	蜻
03651	A03651	8722	蜢
03652	A03652	8725	蜥
03653	A03653	8734	蜴
03654	A03654	8718	蜘
03655	A03655	8755	蝕
03656	A03656	8782	螂
03657	A03657	8774	蝴
03658	A03658	8776	蝶
03659	A03659	8760	蝠
03660	A03660	8766	蝦
03661	A03661	8778	蝸
03662	A03662	8768	蝨
03663	A03663	8759	蝙
03664	A03664	8757	蝗
03665	A03665	874C	蝌
03666	A03666	8783	螃
03667	A03667	879F	螟
03668	A03668	879E	螞
03669	A03669	87A2	螢
03670	A03670	878D	融
03671	A03671	87C0	蟀
03672	A03672	87D1	蟑
03673	A03673	87B3	螳
03674	A03674	87D2	蟒
03675	A03675	87C6	蟆
03676	A03676	87AB	螫
03677	A03677	87BB	螻
03678	A03678	87BA	螺
03679	A03679	87C8	蟈
03680	A03680	87CB	蟋
03681	A03681	87EF	蟯
03682	A03682	87EC	蟬
03683	A03683	87F2	蟲
03684	A03684	87FB	蟻
03685	A03685	8805	蠅
03686	A03686	880D	蠍
03687	A03687	87F9	蟹
03688	A03688	8814	蠔
03689	A03689	8815	蠕
03690	A03690	8823	蠣
03691	A03691	8822	蠢
03692	A03692	8821	蠡
03693	A03693	881F	蠟
03694	A03694	8831	蠱
03695	A03695	8836	蠶
03696	A03696	8839	蠹
03697	A03697	883B	蠻
03698	A03698	8840	血
03699	A03699	884C	行
03700	A03700	884D	衍
03701	A03701	8853	術
03702	A03702	8857	街
03703	A03703	8859	衙
03704	A03704	885B	衛
03705	A03705	885D	衝
03706	A03706	8861	衡
03707	A03707	8862	衢
03708	A03708	8863	衣
03709	A03709	521D	初
03710	A03710	8868	表
03711	A03711	886B	衫
03712	A03712	8870	衰
03713	A03713	8877	衷
03714	A03714	8881	袁
03715	A03715	8882	袂
03716	A03716	889E	袞
03717	A03717	8888	袈
03718	A03718	88AB	被
03719	A03719	8892	袒
03720	A03720	8896	袖
03721	A03721	888D	袍
03722	A03722	888B	袋
03723	A03723	88C1	裁
03724	A03724	88C2	裂
03725	A03725	88B1	袱
03726	A03726	88DF	裟
03727	A03727	88D4	裔
03728	A03728	88D9	裙
03729	A03729	88DC	補
03730	A03730	88D8	裘
03731	A03731	88DD	裝
03732	A03732	88E1	裡
03733	A03733	88CA	裊
03734	A03734	88D5	裕
03735	A03735	88F3	裳
03736	A03736	8902	褂
03737	A03737	88F4	裴
03738	A03738	88F9	裹
03739	A03739	88F8	裸
03740	A03740	88FD	製
03741	A03741	88E8	裨
03742	A03742	891A	褚
03743	A03743	8910	褐
03744	A03744	8907	複
03745	A03745	8912	褒
03746	A03746	8913	褓
03747	A03747	892A	褪
03748	A03748	8932	褲
03749	A03749	8925	褥
03750	A03750	892B	褫
03751	A03751	893B	褻
03752	A03752	8936	褶
03753	A03753	8944	襄
03754	A03754	8938	褸
03755	A03755	8960	襠
03756	A03756	895F	襟
03757	A03757	8956	襖
03758	A03758	8964	襤
03759	A03759	896A	襪
03760	A03760	8972	襲
03761	A03761	896F	襯
03762	A03762	897F	西
03763	A03763	8981	要
03764	A03764	8983	覃
03765	A03765	8986	覆
03766	A03766	898B	見
03767	A03767	8993	覓
03768	A03768	898F	規
03769	A03769	8996	視
03770	A03770	89AA	親
03771	A03771	89A6	覦
03772	A03772	89AC	覬
03773	A03773	89B2	覲
03774	A03774	89BA	覺
03775	A03775	89BD	覽
03776	A03776	89C0	觀
03777	A03777	89D2	角
03778	A03778	89E3	解
03779	A03779	89F4	觴
03780	A03780	89F8	觸
03781	A03781	8A00	言
03782	A03782	8A08	計
03783	A03783	8A02	訂
03784	A03784	8A03	訃
03785	A03785	8A18	記
03786	A03786	8A10	訐
03787	A03787	8A0E	討
03788	A03788	8A0C	訌
03789	A03789	8A15	訕
03790	A03790	8A0A	訊
03791	A03791	8A17	託
03792	A03792	8A13	訓
03793	A03793	8A16	訖
03794	A03794	8A2A	訪
03795	A03795	8A1D	訝
03796	A03796	8A23	訣
03797	A03797	8A25	訥
03798	A03798	8A31	許
03799	A03799	8A2D	設
03800	A03800	8A1F	訟
03801	A03801	8A1B	訛
03802	A03802	8A3B	註
03803	A03803	8A60	詠
03804	A03804	8A55	評
03805	A03805	8A5E	詞
03806	A03806	8A3C	証
03807	A03807	8A41	詁
03808	A03808	8A54	詔
03809	A03809	8A5B	詛
03810	A03810	8A50	詐
03811	A03811	8A46	詆
03812	A03812	8A34	訴
03813	A03813	8A3A	診
03814	A03814	8A6B	詫
03815	A03815	8A72	該
03816	A03816	8A73	詳
03817	A03817	8A66	試
03818	A03818	8A69	詩
03819	A03819	8A70	詰
03820	A03820	8A87	誇
03821	A03821	8A7C	詼
03822	A03822	8A63	詣
03823	A03823	8AA0	誠
03824	A03824	8A71	話
03825	A03825	8A85	誅
03826	A03826	8A6D	詭
03827	A03827	8A62	詢
03828	A03828	8A6E	詮
03829	A03829	8A6C	詬
03830	A03830	8A79	詹
03831	A03831	8AA6	誦
03832	A03832	8A8C	誌
03833	A03833	8A9E	語
03834	A03834	8AA3	誣
03835	A03835	8A8D	認
03836	A03836	8AA1	誡
03837	A03837	8A93	誓
03838	A03838	8AA4	誤
03839	A03839	8AAA	說
03840	A03840	8AA5	誥
03841	A03841	8AA8	誨
03842	A03842	8A98	誘
03843	A03843	8A91	誑
03844	A03844	8ABC	誼
03845	A03845	8AD2	諒
03846	A03846	8AC7	談
03847	A03847	8AC4	諄
03848	A03848	8A95	誕
03849	A03849	8ACB	請
03850	A03850	8AF8	諸
03851	A03851	8AB2	課
03852	A03852	8AC9	諉
03853	A03853	8AC2	諂
03854	A03854	8ABF	調
03855	A03855	8AB0	誰
03856	A03856	8AD6	論
03857	A03857	8ACD	諍
03858	A03858	8AE6	諦
03859	A03859	8AFA	諺
03860	A03860	8AEB	諫
03861	A03861	8AF1	諱
03862	A03862	8B00	謀
03863	A03863	8ADC	諜
03864	A03864	8AE7	諧
03865	A03865	8AEE	諮
03866	A03866	8AFE	諾
03867	A03867	8B01	謁
03868	A03868	8B02	謂
03869	A03869	8AF7	諷
03870	A03870	8AED	諭
03871	A03871	8B0E	謎
03872	A03872	8B17	謗
03873	A03873	8B19	謙
03874	A03874	8B1B	講
03875	A03875	8B0A	謊
03876	A03876	8B20	謠
03877	A03877	8B1D	謝
03878	A03878	8B04	謄
03879	A03879	8B28	謨
03880	A03880	8B39	謹
03881	A03881	8B2C	謬
03882	A03882	8B41	譁
03883	A03883	8B5C	譜
03884	A03884	8B58	識
03885	A03885	8B49	證
03886	A03886	8B5A	譚
03887	A03887	8B4E	譎
03888	A03888	8B4F	譏
03889	A03889	8B70	議
03890	A03890	8B6C	譬
03891	A03891	8B66	警
03892	A03892	8B6F	譯
03893	A03893	8B74	譴
03894	A03894	8B77	護
03895	A03895	8B7D	譽
03896	A03896	8B80	讀
03897	A03897	8B8A	變
03898	A03898	8B93	讓
03899	A03899	8B92	讒
03900	A03900	8B96	讖
03901	A03901	8B9A	讚
03902	A03902	8C37	谷
03903	A03903	8C41	豁
03904	A03904	8C3F	谿
03905	A03905	8C46	豆
03906	A03906	8C48	豈
03907	A03907	8C49	豉
03908	A03908	8C4C	豌
03909	A03909	8C4E	豎
03910	A03910	8C50	豐
03911	A03911	8C54	豔
03912	A03912	8C55	豕
03913	A03913	8C5A	豚
03914	A03914	8C61	象
03915	A03915	8C62	豢
03916	A03916	8C6A	豪
03917	A03917	8C6C	豬
03918	A03918	8C6B	豫
03919	A03919	8C7A	豺
03920	A03920	8C79	豹
03921	A03921	8C82	貂
03922	A03922	8C8A	貊
03923	A03923	8C89	貉
03924	A03924	8C8D	貍
03925	A03925	8C8C	貌
03926	A03926	8C93	貓
03927	A03927	8C9D	貝
03928	A03928	8C9E	貞
03929	A03929	8CA0	負
03930	A03930	8CA1	財
03931	A03931	8CA2	貢
03932	A03932	8CA9	販
03933	A03933	8CAC	責
03934	A03934	8CAB	貫
03935	A03935	8CA8	貨
03936	A03936	8CAA	貪
03937	A03937	8CA7	貧
03938	A03938	8CAF	貯
03939	A03939	8CBC	貼
03940	A03940	8CB3	貳
03941	A03941	8CBD	貽
03942	A03942	8CC1	賁
03943	A03943	8CBB	費
03944	A03944	8CC0	賀
03945	A03945	8CB4	貴
03946	A03946	8CB7	買
03947	A03947	8CB6	貶
03948	A03948	8CBF	貿
03949	A03949	8CB8	貸
03950	A03950	8CCA	賊
03951	A03951	8CC7	資
03952	A03952	8CC8	賈
03953	A03953	8CC4	賄
03954	A03954	8CB2	貲
03955	A03955	8CC3	賃
03956	A03956	8CC2	賂
03957	A03957	8CC5	賅
03958	A03958	8CD3	賓
03959	A03959	8CD1	賑
03960	A03960	8CD2	賒
03961	A03961	8CE0	賠
03962	A03962	8CDE	賞
03963	A03963	8CE6	賦
03964	A03964	8CE4	賤
03965	A03965	8CEC	賬
03966	A03966	8CED	賭
03967	A03967	8CE2	賢
03968	A03968	8CE3	賣
03969	A03969	8CDC	賜
03970	A03970	8CEA	質
03971	A03971	8CF4	賴
03972	A03972	8CFA	賺
03973	A03973	8CFD	賽
03974	A03974	8CFC	購
03975	A03975	8D05	贅
03976	A03976	8D08	贈
03977	A03977	8D0A	贊
03978	A03978	8D0F	贏
03979	A03979	8D0D	贍
03980	A03980	8D13	贓
03981	A03981	8D16	贖
03982	A03982	8D17	贗
03983	A03983	8D1B	贛
03984	A03984	8D64	赤
03985	A03985	8D67	赧
03986	A03986	8D66	赦
03987	A03987	8D6B	赫
03988	A03988	8D6D	赭
03989	A03989	8D70	走
03990	A03990	8D74	赴
03991	A03991	8D73	赳
03992	A03992	8D77	起
03993	A03993	8D8A	越
03994	A03994	8D85	超
03995	A03995	8D81	趁
03996	A03996	8D99	趙
03997	A03997	8D95	趕
03998	A03998	8D9F	趟
03999	A03999	8DA3	趣
04000	A04000	8DA8	趨
04001	A04001	8DB3	足
04002	A04002	8DB4	趴
04003	A04003	8DBE	趾
04004	A04004	8DCE	跎
04005	A04005	8DDD	距
04006	A04006	8DCB	跋
04007	A04007	8DDA	跚
04008	A04008	8DD1	跑
04009	A04009	8DCC	跌
04010	A04010	8DDB	跛
04011	A04011	8DC6	跆
04012	A04012	8DE1	跡
04013	A04013	8DDF	跟
04014	A04014	8DE8	跨
04015	A04015	8DEF	路
04016	A04016	8DF3	跳
04017	A04017	8DFA	跺
04018	A04018	8DEA	跪
04019	A04019	8DFC	跼
04020	A04020	8E2B	踫
04021	A04021	8E10	踐
04022	A04022	8E1D	踝
04023	A04023	8E22	踢
04024	A04024	8E0F	踏
04025	A04025	8E29	踩
04026	A04026	8E1F	踟
04027	A04027	8E44	蹄
04028	A04028	8E31	踱
04029	A04029	8E34	踴
04030	A04030	8E42	蹂
04031	A04031	8E39	踹
04032	A04032	8E35	踵
04033	A04033	8E49	蹉
04034	A04034	8E4B	蹋
04035	A04035	8E48	蹈
04036	A04036	8E4A	蹊
